"NOMBRE DEL ATM";"CAMBIOS BASE";"SITE DIEBOLD";"COD DEL CAJERO";"DIRECCION DEL ATM";"TERRITORIAL";"ZONA";"CAJEROS VIP";"CIUDAD";"Código Municipal DANE";"Nombre del  Departamento";"CODIGO DE LA OFICINA";"NOMBRE DE   LA OFICINA";"DIRECCION DE LA OFICINA";"TELEFONO DE LA OFICINA";"PROVEEDOR DE MONITOREO";"MARCA";"MODELO";"TIPO DE PROCESADOR DIEBOLD";"SERIAL  Wincor   Diebold ";"CODIGO DE ACTIVO FIJO";"CARGA";"NIVEL DE PROVISION";"UBICACIÓN ESPECIFICA";"SITE TOPPER";"SEGMENTO";"TIPO DE UBICACIÓN";"TRANSACCIONALIDAD L V";"TRANSACCIONALIDAD FINES DE SEMANA";"PROTECTOR DE TECLADO";"FECHA DE MAQUINA";"FECHA DE ENTRADA EN PRODUCCION EN EL PUNTO";"AÑOS DE LOS CAJEROS";"FECHA DE ENTREGA DE MAQUINA A PUNTO";"TIPO DE ENLACE";"MEDIO PRINCIPAL";"MEDIO DE CONTINGENCIA";"IP";"Gateway";"MASCARA DE RED";"MODULO TELDAT";"PROVEEDOR COMUNICACIONES";"PU";"IDNUM";"DEPOSITARIOS ACTIVOS EFECTIVO";"DEPOSITARIOS ACTIVOS CHEQUE";"TRANSPORTADORA";"CLASIFICACION TDV";"FONDO DE EFECTIVO";"RUTA NOCTURNA";"PRIMER NIVEL";"SEGUNDO NIVEL";"Días de Aseo COLVAPOR";"Fecha Cargue RKL 1";"CUPO DEPOSITARIO";"Nro  Gavetas";"TIPO DE BILLETE";"CUPO AUTORIZADO";"GAVETA 1";"GAVETA 2";"GAVETA 3";"GAVETA 4";"GAVETA 5";"BILLETES DE 50 000   20 000";"BILLETES DE 50 000   20 000   10 000";"ANTISKIMING";"CONFIGURACION ATM";"DIAS DE SERVICIO";"HORARIO DE APERTURA";"HORARIO  DE CIERRE";"HORARIO DE SERVICIO";"METODO CIERRE CONSOLA";"LLAVES";"LLAVE DE SEGURIDAD";"LLAVES SITE 1";"LLAVES SITE 2";"MARCA UPS";"CAPACIDAD UPS";"Medio";"MONITOREO DE ALARMAS";"Proveedor de Vigilancia";"APOYO AL NEGOCIO";"CELULAR";"GERENTE PROMOTOR TRANSACCIONAL";"CONTACTO EN EL PUNTO";"NOMBRE";"TELEFONO";"DIRECCION O CORREO";"GERENTE";"CORREO";"CEL";"SUBGERENTE";"CORREO2";"CEL__1";"CORREO OFICINA";"PAGO DE NOMINAS";"INGRESO TDV";"INGRESO PROVEEDORES";"ANTELACIÓN PARA TRAMITAR PERMISOS";"OBSERVACIONES PARA TRAMITES DE PERMISOS";"ENVIO DATOS DE PROOVEDORES";"FECHA DEL ULTIMO ENVIO";"INGRESO PROVEEDORES DIAS";"INGRESO PROVEEDORES HORAS";"ENVIO DE CORREO";"ANTELACION PARA TRAMITAR PERMISOS";"MULTIVENDOR";"zipcode";"lat";"lon";"total_otros_ATMs"
"Municipio De Medellín";NA;"887";868;"CLL 44 52 - 165";"OCCIDENTE";"Medellin Norte";"VIP";"MEDELLÍN";"05 - 001";"Antioquia";560;"LA ALPUJARRA";"CLL 41 Nro 51-57/61";"3810884-3810848";"DIEBOLD";"DIEBOLD";"OPTEVA 760";"Canyon";"1760R3317671";"1,30E+11";"POSTERIOR";"NIVEL 7";"Entidad Publica";"PENDIENTE";"NOMINA";"SAT";"ALTA";"MEDIA";"SI";"30/04/2009";"14/05/2009";10;"N/A";"INDEPENDIENTE";"RADIO";"3G";"81.128.24.66";"81.128.24.65";"255.255.255.240";"SI APLICA";"TELEFONICA";"FK3";"5603";"N/A";"N/A";"PROSEGUR";"URBANO";"MEDELLIN";"SI";"DIEBOLD";"DIEBOLD";"LUNES A SABADO";"40912";"N/A";4;"NUEVA FAMILIA";320000000;50000;50000;50000;20000;"N/A";"SI";"N/A";"INSTALADO";"DIE7";"L - D";"N/A";"N/A";"24 HORAS";"N/A";"DIEBOLD - TRANSPORTADORA";"N/A";NA;NA;NA;NA;"ETH";"CGA";"SECURITAS";"yaneth.rueda@bbva.com";3182899405;"0";"ENCARGADO";"DR. Babinto Dario Florez Moreno-ALVARO URIBE MORENO,SERGIO ALEXANDER CONTRERAS ROMERO";"3838959- 3838307-";"babinton.florez@antioquia.gov.co-alvaro.uribe@antioquia.gov.co-sergio.contreras@antioquia.gov.co-Oficinadeseguridad@antioquia.gov.co";"LINA MARIA HERNANDEZ ROMAN";"linamaria.hernandez@bbva.com";"3156385552";"CAROLINA PALACIO";"carolinaandrea.palacio@bbva.com";"3165271797";"ALPU560.co@bbva.com";"25 al 30 del Mes";"SIN RESTRICCION";"DE LUNES  A VIERNES DE 07:00 AM A 7:00 PM";"24 HORAS";"UN DIA";"CORREO BANCO";"N/A";"Lun - Vie";"07:00 - 19:00";"SI";"24 HORAS";"N/A";NA;6,2448274;-75,5721031;19
"Murillo B/Quilla 1";NA;"330";176;"CRA 45 42-63";"NORTE";"Barranquilla";"N/A";"BARRANQUILLA";"08 - 001";"Atlántico";620;"MURILLO";"CARRERA 45 No. 42-63";"3721094";"DIEBOLD";"WINCOR";"WINCORD 2100 / 6812";"N/A";"5300125114";"1,30E+11";"POSTERIOR";"NIVEL 7";"Oficina";"PENDIENTE";"OFICINA NIVEL 7";"EO";"MEDIA";"MEDIA";"SI";"23/09/2005";"23/09/2005";14;"N/A";"COMPARTIDO";"FIBRA";"FIBRA";"81.128.84.98";"81.128.84.97";"255.255.255.240";"NO APLICA";"TELEFONICA";"H81";"6201";"N/A";"N/A";"PROSEGUR";"URBANO";"BARRANQUILLA";"SI";"WINCOR";"WINCOR";"SAB-DOM-FES";"40949";"N/A";4;"NUEVA FAMILIA";320000000;50000;50000;50000;20000;"N/A";"SI";"N/A";"SIN INSTALAR";"WIN7";"L - D";"0.25";"0.91666666666666663";"16 HORAS (6:00 AM - 10:00 PM)";"HONOR";"WINCOR - TRANSPORTADORA";"N/A";NA;NA;"SYMETRA";"8 KVA";"ETH";"CGA";"SECURITAS";"luisfelipe.hernandez@bbva.com";3187072331;"KEIBEL PEREZ ARDILA";"OFICINA";"0";"0";"0";"MAURICIO NUNEZ SERANO";"mauricio.nunez@bbva.com";"3174391305";"MARIBEL AHUMADA";"maribel.ahumada@bbva.com";"3175172755";"MURIL620.co@bbva.com";NA;"SIN RESTRICCION";"SIN RESTRICCION";"N/A";"N/A";"INTRANET";"N/A";"Dom - Dom";"06:00 - 23:00";"NO";"SIN ANTELACION";"N/A";"80003";10,9857787;-74,7831929;17
"Murillo B/Quilla 2";NA;"330";409;"CRA 45 42-63";"NORTE";"Barranquilla";"N/A";"BARRANQUILLA";"08 - 001";"Atlántico";620;"MURILLO";"CARRERA 45 No. 42-63";"3721094";"DIEBOLD";"WINCOR";"WINCORD 2100 / 6812";"N/A";"5300125111";"1,30E+11";"POSTERIOR";"NIVEL 7";"Oficina";"PENDIENTE";"OFICINA NIVEL 7";"EO";"MEDIA";"MEDIA";"SI";"23/09/2005";"23/09/2005";14;"N/A";"COMPARTIDO";"FIBRA";"FIBRA";"81.128.84.99";"81.128.84.97";"255.255.255.240";"NO APLICA";"TELEFONICA";"H82";"6202";"N/A";"N/A";"PROSEGUR";"URBANO";"BARRANQUILLA";"SI";"WINCOR";"WINCOR";"SAB-DOM-FES";"40949";"N/A";4;"NUEVA FAMILIA";320000000;50000;50000;50000;20000;"N/A";"SI";"N/A";"SIN INSTALAR";"WIN7";"L - D";"0.25";"0.91666666666666663";"16 HORAS (6:00 AM - 10:00 PM)";"HONOR";"WINCOR - TRANSPORTADORA";"MEDECO";NA;NA;"SYMETRA";"8 KVA";"ETH";"CGA";"SECURITAS";"luisfelipe.hernandez@bbva.com";3187072331;"KEIBEL PEREZ ARDILA";"OFICINA";"0";"0";"0";"MAURICIO NUNEZ SERANO";"mauricio.nunez@bbva.com";"3174391305";"MARIBEL AHUMADA";"maribel.ahumada@bbva.com";"3175172755";"MURIL620.co@bbva.com";NA;"SIN RESTRICCION";"SIN RESTRICCION";"N/A";"N/A";"INTRANET";"N/A";"Dom - Dom";"06:00 - 23:00";"NO";"SIN ANTELACION";"N/A";"80003";10,9857787;-74,7831929;17
"Neiva P/Pal 1";NA;"332";179;"CRA 5 6-44";"CENTRO";"Centro Occidente";"N/A";"NEIVA";"41 - 001";"Huila";650;"NEIVA";"Carrera 5 No. 6-44";"(098) 8711826-8711829";"DIEBOLD";"DIEBOLD";"INTREPID 5550";"VoyagerHP";"5550CH100003";"1,30E+11";"POSTERIOR";"NIVEL 7";"Oficina";"PENDIENTE";"OFICINA NIVEL 7";"EO";"MEDIA";"ALTA";"SI";"30/09/2016";"14/08/2017";2;"42956";"COMPARTIDO";"FIBRA";"COBRE";"81.128.45.98";"81.128.45.97";"255.255.255.240";"NO APLICA";"TELEFONICA";"I21";"6501";"N/A";"N/A";"PROSEGUR";"URBANO";"NEIVA";"NO";"DIEBOLD";"DIEBOLD";"SAB-DOM-FES";"42958";"N/A";4;"NUEVA FAMILIA";320000000;50000;50000;50000;20000;"N/A";"SI";"N/A";"INSTALADO";"DMV1";"L - D";"N/A";"N/A";"24 HORAS";"N/A";"DIEBOLD - TRANSPORTADORA";"N/A";NA;NA;"POWERWARE";"1 KVA";"ETH";"CGA";"VIMARCO";"mary.bravo@bbva.com";3182899379;"JAIME ANDRES CUELLAR (Zona Centro Oriente y Antiplano)
NELLY QUINTERO SÁNCHEZ (Zona Santanderes y Centro Occidente)";"ADMINISTRACION";"0";"098 8711734";"centrometropolitano@hotmail.com";"OLGA LUCIA CAÑON MORA";"olga.canon@bbva.com";"316 468 3966";"ZULMA PIEDAD HERNANDEZ";"zulma.hernandez@bbva.com";"3188832585";"NEIVA650.co@bbva.com";NA;"SIN RESTRICCION";"SIN RESTRICCION";"N/A";"N/A";"CORREO BANCO";"N/A";"Dom - Dom";"06:00 - 23:00";"SI";"SIN ANTELACION";"Activo";NA;2,9255864;-75,2883776;17
"Neiva P/Pal 2";NA;"332";371;"CARRERA 5 6-44";"CENTRO";"Centro Occidente";"N/A";"NEIVA";"41 - 001";"Huila";650;"NEIVA";"Carrera 5 No. 6-44";"(098) 8711826-8711829";"DIEBOLD";"DIEBOLD";"INTREPID 5550";"VoyagerHP";"5550CH100004";"1,30E+11";"POSTERIOR";"NIVEL 7";"Oficina";"PENDIENTE";"OFICINA NIVEL 7";"EO";"MEDIA";"ALTA";"SI";"30/09/2016";"14/08/2017";2;"42956";"COMPARTIDO";"FIBRA";"COBRE";"81.128.45.99";"81.128.45.97";"255.255.255.240";"NO APLICA";"TELEFONICA";"I22";"6502";"N/A";"N/A";"PROSEGUR";"URBANO";"NEIVA";"NO";"DIEBOLD";"DIEBOLD";"SAB-DOM-FES";"42958";"N/A";4;"NUEVA FAMILIA";320000000;50000;50000;50000;20000;"N/A";"SI";"N/A";"INSTALADO";"DMV1";"L - D";"N/A";"N/A";"24 HORAS";"N/A";"DIEBOLD - TRANSPORTADORA";"N/A";NA;NA;"POWERWARE";"1 KVA";"ETH";"CGA";"VIMARCO";"mary.bravo@bbva.com";3182899379;"JAIME ANDRES CUELLAR (Zona Centro Oriente y Antiplano)
NELLY QUINTERO SÁNCHEZ (Zona Santanderes y Centro Occidente)";"ADMINISTRACION";"0";"0";"centrometropolitano@hotmail.com";"OLGA LUCIA CAÑON MORA";"olga.canon@bbva.com";"316 468 3966";"ZULMA PIEDAD HERNANDEZ";"zulma.hernandez@bbva.com";"3188832585";"NEIVA650.co@bbva.com";NA;"SIN RESTRICCION";"SIN RESTRICCION";"N/A";"N/A";"CORREO BANCO";"N/A";"Dom - Dom";"06:00 - 23:00";"SI";"SIN ANTELACION";"Activo";NA;2,9255864;-75,2883776;17
"Niza 1";NA;"334";7;"AV. SUBA 125A-35";"BOGOTÁ";"Bogotá Norte";"N/A";"BOGOTÁ D.C.";"11 - 001";"Bogotá, D.C.";180;"NIZA";"Avenida Suba No. 125 A 35";"6244100-42-11";"DIEBOLD";"WINCOR";"WINCORD 2100 / 6812";"N/A";"5300155328";"1,30E+11";"POSTERIOR";"NIVEL 7";"Oficina";"PENDIENTE";"OFICINA NIVEL 7";"EO";"MEDIA";"ALTA";"SI";"09/03/2006";"09/03/2006";13;"N/A";"COMPARTIDO";"FIBRA";"FIBRA";"81.128.57.162";"81.128.57.161";"255.255.255.240";"NO APLICA";"TELEFONICA";"501";"1801";"N/A";"N/A";"PROSEGUR";"URBANO";"BOGOTA";"SI";"WINCOR";"WINCOR";"SAB-DOM-FES";"41031";"N/A";4;"NUEVA FAMILIA";320000000;50000;50000;50000;20000;"N/A";"SI";"N/A";"SIN INSTALAR";"WIN7";"L - D";"N/A";"N/A";"24 HORAS";"N/A";"WINCOR - TRANSPORTADORA";"MEDECO";NA;NA;"APEL";"4KVA";"ETH";"CGA";"VIMARCO";"ramiro.quijano@bbva.com";3182893993;"RICARDO BOTERO CARRILLO (Bogotá Norte)
LEONOR MIRELLA HERNANDEZ NIÑO (Bogotá Sur)";"OFICINA";"0";"0";"0";"ROSA ELVIRA SUAREZ";"elvira.suarez@bbva.com";"3175172757";"JAIME ANDRES AREVALO GARCIA";"jaime.arevalo@bbva.com";"3175031075";"NIZA180.co@bbva.com";NA;"SIN RESTRICCION";"SIN RESTRICCION";"N/A";"N/A";"INTRANET";"N/A";"Dom - Dom";"06:00 - 23:00";"NO";"SIN ANTELACION";"N/A";"111121";4,7092436;-74,0720357;16
"Niza 2";NA;"334";205;"AVDA SUBA 125A-35";"BOGOTÁ";"Bogotá Norte";"N/A";"BOGOTÁ D.C.";"11 - 001";"Bogotá, D.C.";180;"NIZA";"Avenida Suba No. 125 A 35";"6244100-42-11";"DIEBOLD";"WINCOR";"WINCORD 2100 / 6812";"N/A";"5300126717";"1,30E+11";"POSTERIOR";"NIVEL 7";"Oficina";"PENDIENTE";"OFICINA NIVEL 7";"EO";"MEDIA";"MEDIA";"SI";"09/03/2006";"09/03/2006";13;"N/A";"COMPARTIDO";"FIBRA";"FIBRA";"81.128.57.163";"81.128.57.161";"255.255.255.240";"NO APLICA";"TELEFONICA";"502";"1802";"N/A";"N/A";"PROSEGUR";"URBANO";"BOGOTA";"SI";"WINCOR";"WINCOR";"SAB-DOM-FES";"40953";"N/A";4;"NUEVA FAMILIA";320000000;50000;50000;50000;20000;"N/A";"SI";"N/A";"SIN INSTALAR";"WIN7";"L - D";"N/A";"N/A";"24 HORAS";"N/A";"WINCOR - TRANSPORTADORA";"MEDECO - LAMINA";NA;NA;"APEL";"4KVA";"ETH";"CGA";"SECURITAS";"ramiro.quijano@bbva.com";3182893993;"RICARDO BOTERO CARRILLO (Bogotá Norte)
LEONOR MIRELLA HERNANDEZ NIÑO (Bogotá Sur)";"OFICINA";"0";"0";"0";"ROSA ELVIRA SUAREZ";"elvira.suarez@bbva.com";"3175172757";"JAIME ANDRES AREVALO GARCIA";"jaime.arevalo@bbva.com";"3175031075";"NIZA180.co@bbva.com";NA;"SIN RESTRICCION";"SIN RESTRICCION";"N/A";"N/A";"INTRANET";"N/A";"Dom - Dom";"06:00 - 23:00";"NO";"SIN ANTELACION";"N/A";"111121";4,7092436;-74,0720357;16
"Niza 3";NA;"590";989;"AV. SUBA 125A-35";"BOGOTÁ";"Bogotá Norte";"VIP";"BOGOTÁ D.C.";"11 - 001";"Bogotá, D.C.";180;"NIZA";"Avenida Suba No. 125 A 35";"6244100-42-11";"DIEBOLD";"DIEBOLD";"OPTEVA 720  FULL FUNCTION";"Denver";"1720VH101451";"1,30E+11";"POSTERIOR";"NIVEL 7";"Oficina";"PENDIENTE";"OFICINA NIVEL 7";"EO";"ALTA";"ALTA";"SI";"21/08/2010";"27/08/2010";9;"N/A";"COMPARTIDO";"FIBRA";"FIBRA";"81.128.57.164";"81.128.57.161";"255.255.255.240";"NO APLICA";"TELEFONICA";"506";"1806";"ACTIVO";"ACTIVO";"PROSEGUR";"URBANO";"BOGOTA";"SI";"DIEBOLD";"DIEBOLD";"SAB-DOM-FES";"40919";"100000000";4;"NUEVA FAMILIA";320000000;50000;50000;50000;20000;"N/A";"SI";"N/A";"INSTALADO";"DIE1";"L - D";"N/A";"N/A";"24 HORAS";"N/A";"DIEBOLD - TRANSPORTADORA";"N/A";NA;NA;NA;NA;"ETH";"CGA";"SECURITAS";"ramiro.quijano@bbva.com";3182893993;"RICARDO BOTERO CARRILLO (Bogotá Norte)
LEONOR MIRELLA HERNANDEZ NIÑO (Bogotá Sur)";"OFICINA";"0";"0";"0";"ROSA ELVIRA SUAREZ";"elvira.suarez@bbva.com";"3175172757";"JAIME ANDRES AREVALO GARCIA";"jaime.arevalo@bbva.com";"3175031075";"NIZA180.co@bbva.com";NA;"L-D DE 06:00-08:00";"SIN RESTRICCION";"N/A";"N/A";"INTRANET";"N/A";"Dom - Dom";"06:00 - 23:00";"NO";"SIN ANTELACION";"N/A";"111121";4,7092436;-74,0720357;16
"Normandía I";NA;"335";542;"CALLE 53 NO. 71C-30";"BOGOTÁ";"Bogota Occidente";"N/A";"BOGOTÁ D.C.";"11 - 001";"Bogotá, D.C.";47;"NORMANDIA";"Calle 53 No. 71-34";"(097) 4162453-4162021-4167519";"DIEBOLD";"DIEBOLD";"INTREPID 5550";"VoyagerHP";"5550WH100008";"1,30E+11";"POSTERIOR";"NIVEL 7";"Oficina";"PENDIENTE";"OFICINA NIVEL 7";"EO";"ALTA";"ALTA";"SI";"30/09/2016";"12/04/2017";2;"42832";"COMPARTIDO";"FIBRA";"COBRE";"81.128.39.162";"81.128.39.161";"255.255.255.240";"NO APLICA";"TELEFONICA";"1B1";"471";"N/A";"N/A";"PROSEGUR";"URBANO";"BOGOTA";"SI";"DIEBOLD";"DIEBOLD";"SAB-DOM-FES";"42836";"N/A";4;"NUEVA FAMILIA";320000000;50000;50000;50000;20000;"N/A";"SI";"N/A";"INSTALADO";"DMV1";"L - D";"N/A";"N/A";"24 HORAS";"N/A";"DIEBOLD - TRANSPORTADORA";"MEDECO - LAMINA";NA;NA;"AUDITRON";"6 KVA";"ETH";"CGA";"SECURITAS";"ramiro.quijano@bbva.com";3182893993;"RICARDO BOTERO CARRILLO (Bogotá Norte)
LEONOR MIRELLA HERNANDEZ NIÑO (Bogotá Sur)";"OFICINA";"0";"0";"0";"ROBERTO CARLOS HERNANDEZ GUARNIZO";"robertocarlos.hernandez@bbva.com";"3125886711";"MARIA DOLORES ALDANA CESPEDES";"maria.aldana@bbva.com";"3174014175";"NORMA047.co@bbva.com";NA;"SIN RESTRICCION";"SIN RESTRICCION";"N/A";"N/A";"INTRANET";"N/A";"Dom - Dom";"06:00 - 23:00";"NO";"SIN ANTELACION";"Activo";"110741";4,6036312;-74,1628753;2
"Normandía II";NA;"335";543;"CALLE 53 NO. 71C-30";"BOGOTÁ";"Bogota Occidente";"N/A";"BOGOTÁ D.C.";"11 - 001";"Bogotá, D.C.";47;"NORMANDIA";"Calle 53 No. 71-34";"(097) 4162453-4162021-4167519";"DIEBOLD";"DIEBOLD";"INTREPID 5550";"VoyagerHP";"5550WH100009";"1,30E+11";"POSTERIOR";"NIVEL 7";"Oficina";"PENDIENTE";"OFICINA NIVEL 7";"EO";"MEDIA";"ALTA";"SI";"30/09/2016";"11/04/2017";2;"42832";"COMPARTIDO";"FIBRA";"COBRE";"81.128.39.163";"81.128.39.161";"255.255.255.240";"NO APLICA";"TELEFONICA";"1B2";"472";"N/A";"N/A";"PROSEGUR";"URBANO";"BOGOTA";"SI";"DIEBOLD";"DIEBOLD";"SAB-DOM-FES";"42836";"N/A";4;"NUEVA FAMILIA";320000000;50000;50000;50000;20000;"N/A";"SI";"N/A";"INSTALADO";"DMV1";"L - D";"N/A";"N/A";"24 HORAS";"N/A";"DIEBOLD - TRANSPORTADORA";"MEDECO - LAMINA";NA;NA;"AUDITRON";"6 KVA";"ETH";"CGA";"SECURITAS";"ramiro.quijano@bbva.com";3182893993;"RICARDO BOTERO CARRILLO (Bogotá Norte)
LEONOR MIRELLA HERNANDEZ NIÑO (Bogotá Sur)";"OFICINA";"0";"0";"0";"ROBERTO CARLOS HERNANDEZ GUARNIZO";"robertocarlos.hernandez@bbva.com";"3125886711";"MARIA DOLORES ALDANA CESPEDES";"maria.aldana@bbva.com";"3174014175";"NORMA047.co@bbva.com";NA;"SIN RESTRICCION";"SIN RESTRICCION";"N/A";"N/A";"INTRANET";"N/A";"Dom - Dom";"06:00 - 23:00";"NO";"SIN ANTELACION";"Activo";"110741";4,6036312;-74,1628753;2
"North Point";NA;"336";466;"CR 7 N° 156 - 80";"BOGOTÁ";"Bogota Occidente";"N/A";"BOGOTÁ D.C.";"11 - 001";"Bogotá, D.C.";860;"AGENCIA NORTH POINT";"CRA 7 # 156 - 80";"6734244";"DIEBOLD";"DIEBOLD";"INTREPID 5550";"VoyagerHP";"5550WH100026";"1,30E+11";"POSTERIOR";"NIVEL 4";"Oficina";"PENDIENTE";"OFICINA NIVEL 4";"EO";"MEDIA";"ALTA";"SI";"30/09/2016";"26/04/2017";2;"42846";"COMPARTIDO";"FIBRA";"COBRE";"81.128.61.130";"81.128.61.129";"255.255.255.240";"NO APLICA";"TELEFONICA";"FF1";"5551";"N/A";"N/A";"OFICINA";"N/A";"BOGOTA";"NO";"OFICINA";"DIEBOLD";"SAB-DOM-FES";"42849";"N/A";4;"ANTIGUA FAMILIA";320000000;50000;50000;50000;20000;"N/A";"SI";"N/A";"INSTALADO";"DMV1";"L - D";"N/A";"N/A";"24 HORAS";"N/A";"OFICINA";"N/A";NA;NA;NA;NA;"ETH";"CGA";"SECURITAS";"ramiro.quijano@bbva.com";3182893993;"RICARDO BOTERO CARRILLO (Bogotá Norte)
LEONOR MIRELLA HERNANDEZ NIÑO (Bogotá Sur)";"AGENCIA";"PEDRO ALEXANDER AREVALO";"3005571957-EXT :56740";NA;"JORGE ZAPATA";"JORGE.ZAPATA@BBVA.COM";"3175159157";"PEDRO ALEXANDER AREVALO";"PEDRO.AREVALO@BBVA.COM";"3005571957";NA;NA;"OFICINA";"LUNES A VIERNES apertura del cofre antes de las 9:00  o después de las 16:00 Ingreso a otras revisiones de 8:30 a 19:00  EN HORARIO DE 12:00 A 14:00 NO SE PERMITE INGRESOS";"N/A";"N/A";"INTRANET";"N/A";"Lun - Vie";"08:30 - 19:00";"NO";"SIN ANTELACION";"Activo";NA;4,7327913;-74,0235126;7
"Novalito";NA;"1223";1304;"CALLE 11 NO 8-79";"NORTE";"Alto Caribe";"N/A";"VALLEDUPAR";"20 - 001";"Cesar";938;"VALLEDUPAR";"CARRERA 9 No. 15A-25";"5743481";"DIEBOLD";"DIEBOLD";"OPTEVA 522";"Sierra";"1522VDC08291";"1,30E+11";"POSTERIOR";"NIVEL 7";"Centro Comercial";"PENDIENTE";"CENTRO COMERCIAL";"SAT";"ALTA";"ALTA";"SI";"21/08/2013";"07/09/2013";6;"N/A";"INDEPENDIENTE";"FIBRA";"3G";"81.128.31.34";"81.128.31.33";"255.255.255.240";"SI APLICA";"TELEFONICA";"Q25";"9385";"N/A";"N/A";"PROSEGUR";"URBANO";"VALLEDUPAR";"NO";"DIEBOLD";"DIEBOLD";"LUNES  A DOMINGO";"41523";"N/A";5;"NUEVA FAMILIA";320000000;50000;50000;50000;20000;"20000";"N/A";"SI";"INSTALADO";"DIE7";"L - D";"N/A";"N/A";"24 HORAS";"N/A";"DIEBOLD - TRANSPORTADORA";"MEDECO";NA;NA;NA;NA;"ETH";"CGA";"SECURITAS";"luisfelipe.hernandez@bbva.com";3187072331;"KEIBEL PEREZ ARDILA";"ENCARGADO";"Lisbeth M Mendoza / Juan Carlos";"3156738992-5742450";"0";"DIANA CAROLINA GOMEZ ZEQUEDA";"dianacarolina.gomez@bbva.com";"3165278891";"ERICA MARIA OCAMPO LOPEZ";"erica.ocampo@bbva.com";"3165280350";"VDUPA938.co@bbva.com";NA;"SIN RESTRICCION";"SIN RESTRICCION";"N/A";"N/A";"CORREO BANCO";"N/A";"Dom - Dom";"06:00 - 23:00";"SI";"SIN ANTELACION";"N/A";NA;10,4811099;-73,2512235;9
"Nueva Central Pagos Cali";12;"1038";1195;"AV 7 NO 23N-39";"OCCIDENTE";"Pacifico Norte";"N/A";"CALI";"76 - 001";"Valle del Cauca";556;"SANTA MONICA";"AV 6 A NORTE # 25 A N 31";"6605781-6681668-69";"DIEBOLD";"WINCOR";"WINCORD 2100 / 6812";"N/A";"5300190392";"1,30E+11";"POSTERIOR";"NIVEL 7";"Central de Pagos";"PENDIENTE";"24 HORAS";"EO";"MUY BAJA";"MUY BAJA";"SI";"28/10/2006";"20/04/2012";12;"N/A";"COMPARTIDO";"FIBRA";"FIBRA";"81.128.65.130";"81.128.65.129";"255.255.255.240";"NO APLICA";"TELEFONICA";"FG5";"5565";"N/A";"N/A";"PROSEGUR";"URBANO";"CALI";"SI";"WINCOR";"WINCOR";"LUNES  A DOMINGO";"41019";"N/A";4;"NUEVA FAMILIA";320000000;50000;50000;50000;20000;"N/A";"SI";"N/A";"SIN INSTALAR";"WIN7";"L - D";"N/A";"N/A";"24 HORAS";"N/A";"WINCOR - TRANSPORTADORA";"MEDECO";NA;NA;NA;NA;"ETH";"CGA";"SECURITAS";"yaneth.rueda@bbva.com";3182899443;"MELINA RUSI";"OFICINA";"0";"0";"operacionescosta@unico.com.co";"MONICA MARTINEZ DEVIA";"monica.martinezd@bbva.com";"318 8832340";"PAULO CESAR OCAMPO MARTINEZ";"PAULO.OCAMPO@BBVA.COM";"318 8832104";"STAMO556.co@bbva.com";NA;"SIN RESTRICCION  ";"SIN RESTRICCION";"N/A";"N/A";"CORREO BANCO";"N/A";"Dom - Dom";"06:00 - 23:00";"SI";"SIN ANTELACION";"N/A";"760046";3,4650523;-76,5315207;18
"Nueva Oficina Cámara De Comercio";NA;"1384";1416;"Carrera 17  # 8-72 Florencia";"CENTRO";"Centro Occidente";"N/A";"FLORENCIA";"18 - 001";"Caquetá";923;"CAMARA DE COMERCIO";"Carrera 17  # 8-72 Florencia";"0";"DIEBOLD";"DIEBOLD";"OPTEVA 522";"Sierra";"1522VDC10485";"1,30E+11";"POSTERIOR";"NIVEL 7";"Oficina";"PENDIENTE";"OFICINA NIVEL 7";"EO";"BAJA";"MEDIA";"SI";"15/12/2014";"30/12/2014";4;"41988";"COMPARTIDO";"FIBRA";"COBRE";"81.128.60.98";"81.128.60.97";"255.255.255.240";"NO APLICA";"TELEFONICA";"PN1";"9231";"N/A";"N/A";"PROSEGUR";"URBANO";"FLORENCIA";"NO";"DIEBOLD";"DIEBOLD";"SAB-DOM-FES";"41999";"N/A";4;"NUEVA FAMILIA";320000000;50000;50000;50000;20000;"N/A";"SI";"N/A";"INSTALADO";"DIE7";"L - D";"N/A";"N/A";"24 HORAS";"N/A";"DIEBOLD - TRANSPORTADORA";"N/A";NA;NA;"APEL";"1,5 KVA";"ETH";"CGA";"SECURITAS";"mary.bravo@bbva.com";3182899379;"JAIME ANDRES CUELLAR (Zona Centro Oriente y Antiplano)
NELLY QUINTERO SÁNCHEZ (Zona Santanderes y Centro Occidente)";"SOAC";" ANA MARYORY APRAEZ";"316 393 7673";" ana.apraez@bbva.com";"BETTY JAZMIN RINCON GARCIA";"bettyjazmin.rincon@bbva.com";"3166909581";"ANA MARYORI APRAEZ VELASQUEZ";"ana.apraez@bbva.com";"316 393 7673";" ofccacom923.co@bbva.com";NA;"Lunes a Sabado sin Restriccion. Domingos y Festivos No atencion";"SIN RESTRICCION";"N/A";"N/A";"INTRANET";"N/A";"Dom - Dom";"06:00 - 23:00";"NO";"SIN ANTELACION";"N/A";NA;1,6062721;-75,614786;0
